image_path,mask_path
Processed_Dataset/segmentation/images\ISIC_0000014.jpg,Processed_Dataset/segmentation/masks\ISIC_0000014_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000488.jpg,Processed_Dataset/segmentation/masks\ISIC_0000488_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010358.jpg,Processed_Dataset/segmentation/masks\ISIC_0010358_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0004168.jpg,Processed_Dataset/segmentation/masks\ISIC_0004168_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000046.jpg,Processed_Dataset/segmentation/masks\ISIC_0000046_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010219.jpg,Processed_Dataset/segmentation/masks\ISIC_0010219_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000186.jpg,Processed_Dataset/segmentation/masks\ISIC_0000186_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000510.jpg,Processed_Dataset/segmentation/masks\ISIC_0000510_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0006671.jpg,Processed_Dataset/segmentation/masks\ISIC_0006671_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010205.jpg,Processed_Dataset/segmentation/masks\ISIC_0010205_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000310.jpg,Processed_Dataset/segmentation/masks\ISIC_0000310_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011390.jpg,Processed_Dataset/segmentation/masks\ISIC_0011390_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000522.jpg,Processed_Dataset/segmentation/masks\ISIC_0000522_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009935.jpg,Processed_Dataset/segmentation/masks\ISIC_0009935_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0003308.jpg,Processed_Dataset/segmentation/masks\ISIC_0003308_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012245.jpg,Processed_Dataset/segmentation/masks\ISIC_0012245_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009915.jpg,Processed_Dataset/segmentation/masks\ISIC_0009915_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009934.jpg,Processed_Dataset/segmentation/masks\ISIC_0009934_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011383.jpg,Processed_Dataset/segmentation/masks\ISIC_0011383_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010233.jpg,Processed_Dataset/segmentation/masks\ISIC_0010233_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012374.jpg,Processed_Dataset/segmentation/masks\ISIC_0012374_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000176.jpg,Processed_Dataset/segmentation/masks\ISIC_0000176_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011161.jpg,Processed_Dataset/segmentation/masks\ISIC_0011161_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000294.jpg,Processed_Dataset/segmentation/masks\ISIC_0000294_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011139.jpg,Processed_Dataset/segmentation/masks\ISIC_0011139_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000391.jpg,Processed_Dataset/segmentation/masks\ISIC_0000391_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012253.jpg,Processed_Dataset/segmentation/masks\ISIC_0012253_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000018.jpg,Processed_Dataset/segmentation/masks\ISIC_0000018_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0002246.jpg,Processed_Dataset/segmentation/masks\ISIC_0002246_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000379.jpg,Processed_Dataset/segmentation/masks\ISIC_0000379_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010037.jpg,Processed_Dataset/segmentation/masks\ISIC_0010037_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0008294.jpg,Processed_Dataset/segmentation/masks\ISIC_0008294_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011378.jpg,Processed_Dataset/segmentation/masks\ISIC_0011378_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010481.jpg,Processed_Dataset/segmentation/masks\ISIC_0010481_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010332.jpg,Processed_Dataset/segmentation/masks\ISIC_0010332_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000246.jpg,Processed_Dataset/segmentation/masks\ISIC_0000246_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000200.jpg,Processed_Dataset/segmentation/masks\ISIC_0000200_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011315.jpg,Processed_Dataset/segmentation/masks\ISIC_0011315_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000109.jpg,Processed_Dataset/segmentation/masks\ISIC_0000109_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010207.jpg,Processed_Dataset/segmentation/masks\ISIC_0010207_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010020.jpg,Processed_Dataset/segmentation/masks\ISIC_0010020_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0002439.jpg,Processed_Dataset/segmentation/masks\ISIC_0002439_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010024.jpg,Processed_Dataset/segmentation/masks\ISIC_0010024_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000025.jpg,Processed_Dataset/segmentation/masks\ISIC_0000025_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000426.jpg,Processed_Dataset/segmentation/masks\ISIC_0000426_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009987.jpg,Processed_Dataset/segmentation/masks\ISIC_0009987_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011208.jpg,Processed_Dataset/segmentation/masks\ISIC_0011208_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012212.jpg,Processed_Dataset/segmentation/masks\ISIC_0012212_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0008406.jpg,Processed_Dataset/segmentation/masks\ISIC_0008406_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011306.jpg,Processed_Dataset/segmentation/masks\ISIC_0011306_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000397.jpg,Processed_Dataset/segmentation/masks\ISIC_0000397_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000528.jpg,Processed_Dataset/segmentation/masks\ISIC_0000528_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010468.jpg,Processed_Dataset/segmentation/masks\ISIC_0010468_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000240.jpg,Processed_Dataset/segmentation/masks\ISIC_0000240_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000224.jpg,Processed_Dataset/segmentation/masks\ISIC_0000224_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011166.jpg,Processed_Dataset/segmentation/masks\ISIC_0011166_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011159.jpg,Processed_Dataset/segmentation/masks\ISIC_0011159_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000102.jpg,Processed_Dataset/segmentation/masks\ISIC_0000102_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012164.jpg,Processed_Dataset/segmentation/masks\ISIC_0012164_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000073.jpg,Processed_Dataset/segmentation/masks\ISIC_0000073_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011360.jpg,Processed_Dataset/segmentation/masks\ISIC_0011360_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000329.jpg,Processed_Dataset/segmentation/masks\ISIC_0000329_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009941.jpg,Processed_Dataset/segmentation/masks\ISIC_0009941_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000094.jpg,Processed_Dataset/segmentation/masks\ISIC_0000094_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000531.jpg,Processed_Dataset/segmentation/masks\ISIC_0000531_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012311.jpg,Processed_Dataset/segmentation/masks\ISIC_0012311_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000169.jpg,Processed_Dataset/segmentation/masks\ISIC_0000169_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000081.jpg,Processed_Dataset/segmentation/masks\ISIC_0000081_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011353.jpg,Processed_Dataset/segmentation/masks\ISIC_0011353_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012464.jpg,Processed_Dataset/segmentation/masks\ISIC_0012464_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010067.jpg,Processed_Dataset/segmentation/masks\ISIC_0010067_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0006800.jpg,Processed_Dataset/segmentation/masks\ISIC_0006800_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000543.jpg,Processed_Dataset/segmentation/masks\ISIC_0000543_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009948.jpg,Processed_Dataset/segmentation/masks\ISIC_0009948_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000209.jpg,Processed_Dataset/segmentation/masks\ISIC_0000209_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000315.jpg,Processed_Dataset/segmentation/masks\ISIC_0000315_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011229.jpg,Processed_Dataset/segmentation/masks\ISIC_0011229_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010330.jpg,Processed_Dataset/segmentation/masks\ISIC_0010330_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000262.jpg,Processed_Dataset/segmentation/masks\ISIC_0000262_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001213.jpg,Processed_Dataset/segmentation/masks\ISIC_0001213_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012325.jpg,Processed_Dataset/segmentation/masks\ISIC_0012325_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0004715.jpg,Processed_Dataset/segmentation/masks\ISIC_0004715_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000129.jpg,Processed_Dataset/segmentation/masks\ISIC_0000129_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009344.jpg,Processed_Dataset/segmentation/masks\ISIC_0009344_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012116.jpg,Processed_Dataset/segmentation/masks\ISIC_0012116_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010089.jpg,Processed_Dataset/segmentation/masks\ISIC_0010089_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010013.jpg,Processed_Dataset/segmentation/masks\ISIC_0010013_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0002093.jpg,Processed_Dataset/segmentation/masks\ISIC_0002093_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009201.jpg,Processed_Dataset/segmentation/masks\ISIC_0009201_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010474.jpg,Processed_Dataset/segmentation/masks\ISIC_0010474_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011303.jpg,Processed_Dataset/segmentation/masks\ISIC_0011303_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010362.jpg,Processed_Dataset/segmentation/masks\ISIC_0010362_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012143.jpg,Processed_Dataset/segmentation/masks\ISIC_0012143_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000139.jpg,Processed_Dataset/segmentation/masks\ISIC_0000139_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010069.jpg,Processed_Dataset/segmentation/masks\ISIC_0010069_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010192.jpg,Processed_Dataset/segmentation/masks\ISIC_0010192_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000128.jpg,Processed_Dataset/segmentation/masks\ISIC_0000128_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001140.jpg,Processed_Dataset/segmentation/masks\ISIC_0001140_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009995.jpg,Processed_Dataset/segmentation/masks\ISIC_0009995_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011296.jpg,Processed_Dataset/segmentation/masks\ISIC_0011296_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000061.jpg,Processed_Dataset/segmentation/masks\ISIC_0000061_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0008207.jpg,Processed_Dataset/segmentation/masks\ISIC_0008207_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010063.jpg,Processed_Dataset/segmentation/masks\ISIC_0010063_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010194.jpg,Processed_Dataset/segmentation/masks\ISIC_0010194_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000132.jpg,Processed_Dataset/segmentation/masks\ISIC_0000132_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009883.jpg,Processed_Dataset/segmentation/masks\ISIC_0009883_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011135.jpg,Processed_Dataset/segmentation/masks\ISIC_0011135_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009904.jpg,Processed_Dataset/segmentation/masks\ISIC_0009904_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000116.jpg,Processed_Dataset/segmentation/masks\ISIC_0000116_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009297.jpg,Processed_Dataset/segmentation/masks\ISIC_0009297_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000451.jpg,Processed_Dataset/segmentation/masks\ISIC_0000451_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000311.jpg,Processed_Dataset/segmentation/masks\ISIC_0000311_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009881.jpg,Processed_Dataset/segmentation/masks\ISIC_0009881_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010180.jpg,Processed_Dataset/segmentation/masks\ISIC_0010180_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010462.jpg,Processed_Dataset/segmentation/masks\ISIC_0010462_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010184.jpg,Processed_Dataset/segmentation/masks\ISIC_0010184_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012208.jpg,Processed_Dataset/segmentation/masks\ISIC_0012208_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000050.jpg,Processed_Dataset/segmentation/masks\ISIC_0000050_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000416.jpg,Processed_Dataset/segmentation/masks\ISIC_0000416_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011341.jpg,Processed_Dataset/segmentation/masks\ISIC_0011341_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010319.jpg,Processed_Dataset/segmentation/masks\ISIC_0010319_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010044.jpg,Processed_Dataset/segmentation/masks\ISIC_0010044_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000216.jpg,Processed_Dataset/segmentation/masks\ISIC_0000216_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000112.jpg,Processed_Dataset/segmentation/masks\ISIC_0000112_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000006.jpg,Processed_Dataset/segmentation/masks\ISIC_0000006_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0008659.jpg,Processed_Dataset/segmentation/masks\ISIC_0008659_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0006114.jpg,Processed_Dataset/segmentation/masks\ISIC_0006114_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000056.jpg,Processed_Dataset/segmentation/masks\ISIC_0000056_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000301.jpg,Processed_Dataset/segmentation/masks\ISIC_0000301_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012160.jpg,Processed_Dataset/segmentation/masks\ISIC_0012160_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000540.jpg,Processed_Dataset/segmentation/masks\ISIC_0000540_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011213.jpg,Processed_Dataset/segmentation/masks\ISIC_0011213_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010059.jpg,Processed_Dataset/segmentation/masks\ISIC_0010059_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010212.jpg,Processed_Dataset/segmentation/masks\ISIC_0010212_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012118.jpg,Processed_Dataset/segmentation/masks\ISIC_0012118_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009936.jpg,Processed_Dataset/segmentation/masks\ISIC_0009936_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000353.jpg,Processed_Dataset/segmentation/masks\ISIC_0000353_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000403.jpg,Processed_Dataset/segmentation/masks\ISIC_0000403_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011104.jpg,Processed_Dataset/segmentation/masks\ISIC_0011104_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000364.jpg,Processed_Dataset/segmentation/masks\ISIC_0000364_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000164.jpg,Processed_Dataset/segmentation/masks\ISIC_0000164_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000137.jpg,Processed_Dataset/segmentation/masks\ISIC_0000137_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011398.jpg,Processed_Dataset/segmentation/masks\ISIC_0011398_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0006612.jpg,Processed_Dataset/segmentation/masks\ISIC_0006612_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009942.jpg,Processed_Dataset/segmentation/masks\ISIC_0009942_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009897.jpg,Processed_Dataset/segmentation/masks\ISIC_0009897_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000054.jpg,Processed_Dataset/segmentation/masks\ISIC_0000054_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011099.jpg,Processed_Dataset/segmentation/masks\ISIC_0011099_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010497.jpg,Processed_Dataset/segmentation/masks\ISIC_0010497_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009976.jpg,Processed_Dataset/segmentation/masks\ISIC_0009976_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010086.jpg,Processed_Dataset/segmentation/masks\ISIC_0010086_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010204.jpg,Processed_Dataset/segmentation/masks\ISIC_0010204_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000421.jpg,Processed_Dataset/segmentation/masks\ISIC_0000421_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012313.jpg,Processed_Dataset/segmentation/masks\ISIC_0012313_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000156.jpg,Processed_Dataset/segmentation/masks\ISIC_0000156_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001131.jpg,Processed_Dataset/segmentation/masks\ISIC_0001131_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010327.jpg,Processed_Dataset/segmentation/masks\ISIC_0010327_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010570.jpg,Processed_Dataset/segmentation/masks\ISIC_0010570_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009879.jpg,Processed_Dataset/segmentation/masks\ISIC_0009879_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000491.jpg,Processed_Dataset/segmentation/masks\ISIC_0000491_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001960.jpg,Processed_Dataset/segmentation/masks\ISIC_0001960_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012306.jpg,Processed_Dataset/segmentation/masks\ISIC_0012306_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000374.jpg,Processed_Dataset/segmentation/masks\ISIC_0000374_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000022.jpg,Processed_Dataset/segmentation/masks\ISIC_0000022_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009929.jpg,Processed_Dataset/segmentation/masks\ISIC_0009929_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000039.jpg,Processed_Dataset/segmentation/masks\ISIC_0000039_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010186.jpg,Processed_Dataset/segmentation/masks\ISIC_0010186_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010356.jpg,Processed_Dataset/segmentation/masks\ISIC_0010356_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001427.jpg,Processed_Dataset/segmentation/masks\ISIC_0001427_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010190.jpg,Processed_Dataset/segmentation/masks\ISIC_0010190_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012099.jpg,Processed_Dataset/segmentation/masks\ISIC_0012099_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000500.jpg,Processed_Dataset/segmentation/masks\ISIC_0000500_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010441.jpg,Processed_Dataset/segmentation/masks\ISIC_0010441_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010177.jpg,Processed_Dataset/segmentation/masks\ISIC_0010177_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010255.jpg,Processed_Dataset/segmentation/masks\ISIC_0010255_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0002885.jpg,Processed_Dataset/segmentation/masks\ISIC_0002885_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010021.jpg,Processed_Dataset/segmentation/masks\ISIC_0010021_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012094.jpg,Processed_Dataset/segmentation/masks\ISIC_0012094_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011129.jpg,Processed_Dataset/segmentation/masks\ISIC_0011129_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000042.jpg,Processed_Dataset/segmentation/masks\ISIC_0000042_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000196.jpg,Processed_Dataset/segmentation/masks\ISIC_0000196_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000276.jpg,Processed_Dataset/segmentation/masks\ISIC_0000276_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010061.jpg,Processed_Dataset/segmentation/masks\ISIC_0010061_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001242.jpg,Processed_Dataset/segmentation/masks\ISIC_0001242_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000170.jpg,Processed_Dataset/segmentation/masks\ISIC_0000170_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010553.jpg,Processed_Dataset/segmentation/masks\ISIC_0010553_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010235.jpg,Processed_Dataset/segmentation/masks\ISIC_0010235_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0008993.jpg,Processed_Dataset/segmentation/masks\ISIC_0008993_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009930.jpg,Processed_Dataset/segmentation/masks\ISIC_0009930_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0005787.jpg,Processed_Dataset/segmentation/masks\ISIC_0005787_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012285.jpg,Processed_Dataset/segmentation/masks\ISIC_0012285_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000020.jpg,Processed_Dataset/segmentation/masks\ISIC_0000020_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000140.jpg,Processed_Dataset/segmentation/masks\ISIC_0000140_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010449.jpg,Processed_Dataset/segmentation/masks\ISIC_0010449_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010587.jpg,Processed_Dataset/segmentation/masks\ISIC_0010587_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012379.jpg,Processed_Dataset/segmentation/masks\ISIC_0012379_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000211.jpg,Processed_Dataset/segmentation/masks\ISIC_0000211_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010602.jpg,Processed_Dataset/segmentation/masks\ISIC_0010602_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012363.jpg,Processed_Dataset/segmentation/masks\ISIC_0012363_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0008280.jpg,Processed_Dataset/segmentation/masks\ISIC_0008280_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000201.jpg,Processed_Dataset/segmentation/masks\ISIC_0000201_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000350.jpg,Processed_Dataset/segmentation/masks\ISIC_0000350_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001292.jpg,Processed_Dataset/segmentation/masks\ISIC_0001292_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011343.jpg,Processed_Dataset/segmentation/masks\ISIC_0011343_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012223.jpg,Processed_Dataset/segmentation/masks\ISIC_0012223_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0002287.jpg,Processed_Dataset/segmentation/masks\ISIC_0002287_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001152.jpg,Processed_Dataset/segmentation/masks\ISIC_0001152_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000173.jpg,Processed_Dataset/segmentation/masks\ISIC_0000173_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000019.jpg,Processed_Dataset/segmentation/masks\ISIC_0000019_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0003462.jpg,Processed_Dataset/segmentation/masks\ISIC_0003462_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009885.jpg,Processed_Dataset/segmentation/masks\ISIC_0009885_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011357.jpg,Processed_Dataset/segmentation/masks\ISIC_0011357_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011083.jpg,Processed_Dataset/segmentation/masks\ISIC_0011083_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011227.jpg,Processed_Dataset/segmentation/masks\ISIC_0011227_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010498.jpg,Processed_Dataset/segmentation/masks\ISIC_0010498_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012257.jpg,Processed_Dataset/segmentation/masks\ISIC_0012257_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000328.jpg,Processed_Dataset/segmentation/masks\ISIC_0000328_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010078.jpg,Processed_Dataset/segmentation/masks\ISIC_0010078_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000250.jpg,Processed_Dataset/segmentation/masks\ISIC_0000250_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000029.jpg,Processed_Dataset/segmentation/masks\ISIC_0000029_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000534.jpg,Processed_Dataset/segmentation/masks\ISIC_0000534_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012348.jpg,Processed_Dataset/segmentation/masks\ISIC_0012348_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000254.jpg,Processed_Dataset/segmentation/masks\ISIC_0000254_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000041.jpg,Processed_Dataset/segmentation/masks\ISIC_0000041_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010011.jpg,Processed_Dataset/segmentation/masks\ISIC_0010011_segmentation.png
